pl_name,habitable
Kepler-346 c,no (missing values)
Kepler-347 b,no (missing values)
Kepler-347 c,no (missing values)
Kepler-348 b,no (missing values)
Kepler-348 c,no (missing values)
Kepler-349 b,no (missing values)
Kepler-349 c,no (missing values)
Kepler-35 b,no (not in CHZ)
Kepler-350 b,no (missing values)
Kepler-350 c,no (missing values)
Kepler-350 d,no (missing values)
Kepler-351 b,no (missing values)
Kepler-351 c,no (missing values)
Kepler-351 d,no (missing values)
Kepler-352 b,no (missing values)
Kepler-352 c,no (missing values)
Kepler-352 d,no (missing values)
Kepler-353 b,no (missing values)
Kepler-353 c,no (missing values)
Kepler-354 b,no (missing values)
Kepler-354 c,no (missing values)
Kepler-354 d,no (missing values)
Kepler-355 b,no (missing values)
Kepler-355 c,no (missing values)
Kepler-356 b,no (missing values)
Kepler-356 c,no (missing values)
Kepler-357 b,no (missing values)
Kepler-357 c,no (missing values)
Kepler-357 d,no (missing values)
Kepler-358 b,no (missing values)
Kepler-358 c,no (missing values)
Kepler-359 b,no (missing values)
Kepler-359 c,no (not in CHZ)
Kepler-359 d,no (not in CHZ)
Kepler-36 b,no (not in CHZ)
Kepler-36 c,no (not in CHZ)
Kepler-360 b,no (missing values)
Kepler-360 c,no (missing values)
Kepler-361 b,no (missing values)
Kepler-361 c,no (missing values)
Kepler-362 b,no (missing values)
Kepler-362 c,no (missing values)
Kepler-363 b,no (missing values)
Kepler-363 c,no (missing values)
Kepler-363 d,no (missing values)
Kepler-364 b,no (missing values)
Kepler-364 c,no (missing values)
Kepler-365 b,no (missing values)
Kepler-365 c,no (missing values)
Kepler-366 b,no (missing values)
Kepler-366 c,no (missing values)
Kepler-367 b,no (missing values)
Kepler-367 c,no (missing values)
Kepler-368 b,no (missing values)
Kepler-368 c,no (missing values)
Kepler-369 b,no (missing values)
Kepler-369 c,no (missing values)
Kepler-37 b,no (missing values)
Kepler-37 c,no (missing values)
Kepler-37 d,no (missing values)
Kepler-37 e,no (missing values)
Kepler-370 b,no (missing values)
Kepler-370 c,no (missing values)
Kepler-371 b,no (missing values)
Kepler-371 c,no (missing values)
Kepler-372 b,no (missing values)
Kepler-372 c,no (missing values)
Kepler-372 d,no (missing values)
Kepler-373 b,no (missing values)
Kepler-373 c,no (missing values)
Kepler-374 b,no (missing values)
Kepler-374 c,no (missing values)
Kepler-374 d,no (missing values)
Kepler-375 b,no (missing values)
Kepler-375 c,no (missing values)
Kepler-376 b,no (missing values)
Kepler-376 c,no (missing values)
Kepler-377 b,no (missing values)
Kepler-377 c,no (missing values)
Kepler-378 b,no (missing values)
Kepler-378 c,no (missing values)
Kepler-379 b,no (missing values)
Kepler-379 c,no (missing values)
Kepler-38 b,no (missing values)
Kepler-380 b,no (missing values)
Kepler-380 c,no (missing values)
Kepler-381 b,no (missing values)
Kepler-381 c,no (missing values)
Kepler-381 d,no (missing values)
Kepler-382 b,no (missing values)
Kepler-382 c,no (missing values)
Kepler-383 b,no (missing values)
Kepler-383 c,no (missing values)
Kepler-384 b,no (missing values)
Kepler-384 c,no (missing values)
Kepler-385 b,no (missing values)
Kepler-385 c,no (missing values)
Kepler-385 d,no (missing values)
Kepler-386 b,no (missing values)
Kepler-386 c,no (missing values)
Kepler-387 b,no (missing values)
Kepler-387 c,no (missing values)
Kepler-388 b,no (missing values)
Kepler-388 c,no (missing values)
Kepler-389 b,no (missing values)
Kepler-389 c,no (missing values)
Kepler-39 b,no (not in CHZ)
Kepler-390 b,no (missing values)
Kepler-390 c,no (missing values)
Kepler-391 b,no (missing values)
Kepler-391 c,no (missing values)
Kepler-392 b,no (missing values)
Kepler-392 c,no (missing values)
Kepler-393 b,no (missing values)
Kepler-393 c,no (missing values)
Kepler-394 b,no (missing values)
Kepler-394 c,no (missing values)
Kepler-394 d,no (missing values)
Kepler-395 b,no (missing values)
Kepler-395 c,no (missing values)
Kepler-396 b,no (missing values)
Kepler-396 c,no (missing values)
Kepler-397 b,no (missing values)
Kepler-397 c,no (missing values)
Kepler-398 b,no (missing values)
Kepler-398 c,no (missing values)
Kepler-398 d,no (missing values)
Kepler-399 b,no (missing values)
Kepler-399 c,no (missing values)
Kepler-399 d,no (missing values)
Kepler-4 b,no (not in CHZ)
Kepler-40 b,no (not in CHZ)
Kepler-400 b,no (missing values)
Kepler-400 c,no (missing values)
Kepler-401 b,no (missing values)
Kepler-401 c,no (missing values)
Kepler-401 d,no (missing values)
Kepler-402 b,no (missing values)
Kepler-402 c,no (missing values)
Kepler-402 d,no (missing values)
Kepler-402 e,no (missing values)
Kepler-403 b,no (missing values)
Kepler-403 c,no (missing values)
Kepler-403 d,no (missing values)
Kepler-404 b,no (missing values)
Kepler-404 c,no (missing values)
Kepler-405 b,no (missing values)
Kepler-405 c,no (missing values)
Kepler-406 b,no (not in CHZ)
Kepler-406 c,no (not in CHZ)
Kepler-407 b,no (missing values)
Kepler-407 c,no (missing values)
Kepler-408 b,no (missing values)
Kepler-409 b,no (missing values)
Kepler-41 b,no (not in CHZ)
Kepler-410 A b,no (missing values)
Kepler-411 b,no (not in CHZ)
Kepler-411 c,no (not in CHZ)
Kepler-411 d,no (not in CHZ)
Kepler-411 e,no (missing values)
Kepler-412 b,no (not in CHZ)
Kepler-413 b,no (missing values)
Kepler-414 b,no (missing values)
Kepler-414 c,no (missing values)
Kepler-415 b,no (missing values)
Kepler-415 c,no (missing values)
Kepler-416 b,no (missing values)
Kepler-416 c,no (missing values)
Kepler-417 b,no (missing values)
Kepler-417 c,no (missing values)
Kepler-418 b,no (missing values)
Kepler-418 c,no (missing values)
Kepler-419 b,no (not in CHZ)
Kepler-419 c,no (missing values)
Kepler-42 b,no (missing values)
Kepler-42 c,no (missing values)
Kepler-42 d,no (missing values)
Kepler-421 b,no (missing values)
Kepler-422 b,no (not in CHZ)
Kepler-423 b,no (not in CHZ)
Kepler-424 b,no (not in CHZ)
Kepler-424 c,no (missing values)
Kepler-425 b,no (not in CHZ)
Kepler-426 b,no (not in CHZ)
Kepler-427 b,no (not in CHZ)
Kepler-428 b,no (not in CHZ)
Kepler-43 b,no (not in CHZ)
Kepler-430 b,no (missing values)
Kepler-430 c,no (missing values)
Kepler-431 b,no (missing values)
Kepler-431 c,no (missing values)
Kepler-431 d,no (missing values)
Kepler-432 b,no (missing values)
Kepler-432 c,no (missing values)
Kepler-433 b,no (not in CHZ)
Kepler-434 b,no (not in CHZ)
Kepler-435 b,no (not in CHZ)
Kepler-436 b,no (missing values)
Kepler-436 c,no (missing values)
Kepler-437 b,no (missing values)
Kepler-438 b,no (missing values)
Kepler-439 b,no (missing values)
Kepler-44 b,no (not in CHZ)
Kepler-440 b,no (missing values)
Kepler-441 b,no (missing values)
Kepler-442 b,no (missing values)
Kepler-443 b,no (missing values)
Kepler-444 b,no (missing values)
Kepler-444 c,no (missing values)
Kepler-444 d,no (not in CHZ)
Kepler-444 e,no (not in CHZ)
Kepler-444 f,no (missing values)
Kepler-445 b,no (missing values)
Kepler-445 c,no (missing values)
Kepler-445 d,no (missing values)
Kepler-446 b,no (missing values)
Kepler-446 c,no (missing values)
Kepler-446 d,no (missing values)
Kepler-447 b,no (not in CHZ)
Kepler-448 c,no (missing values)
Kepler-449 b,no (missing values)
Kepler-449 c,no (missing values)
Kepler-45 b,no (not in CHZ)
Kepler-450 b,no (missing values)
Kepler-450 c,no (missing values)
Kepler-450 d,no (missing values)
Kepler-451 c,no (missing values)
Kepler-451 d,no (missing values)
Kepler-452 b,no (missing values)
Kepler-453 b,no (missing values)
Kepler-454 b,no (not in CHZ)
Kepler-454 c,no (missing values)
Kepler-457 d,no (missing values)
Kepler-458 c,no (missing values)
Kepler-46 b,no (not in CHZ)
Kepler-46 c,no (missing values)
Kepler-46 d,no (missing values)
Kepler-460 c,no (missing values)
Kepler-461 b,no (missing values)
Kepler-462 b,no (not in CHZ)
Kepler-462 c,no (not in CHZ)
Kepler-463 b,no (missing values)
Kepler-464 b,no (missing values)
Kepler-465 b,no (missing values)
Kepler-466 b,no (missing values)
Kepler-466 c,no (missing values)
Kepler-467 b,no (missing values)
Kepler-468 b,no (missing values)
Kepler-47 b,no (not in CHZ)
Kepler-47 c,no (not in CHZ)
Kepler-47 d,no (missing values)
Kepler-470 b,no (missing values)
Kepler-471 b,no (missing values)
Kepler-472 b,no (missing values)
Kepler-473 b,no (missing values)
Kepler-474 b,no (missing values)
Kepler-475 b,no (missing values)
Kepler-476 b,no (missing values)
Kepler-477 b,no (missing values)
Kepler-478 b,no (missing values)
Kepler-479 b,no (missing values)
Kepler-48 b,no (not in CHZ)
Kepler-48 c,no (not in CHZ)
Kepler-48 d,no (not in CHZ)
Kepler-48 e,no (missing values)
Kepler-480 b,no (missing values)
Kepler-481 b,no (missing values)
Kepler-482 b,no (missing values)
Kepler-483 b,no (missing values)
Kepler-484 b,no (missing values)
Kepler-485 b,no (missing values)
Kepler-486 b,no (missing values)
Kepler-487 b,no (missing values)
Kepler-487 c,no (missing values)
Kepler-487 d,no (missing values)
Kepler-488 b,no (missing values)
Kepler-489 b,no (missing values)
Kepler-49 b,no (not in CHZ)
Kepler-49 c,no (not in CHZ)
Kepler-49 d,no (missing values)
Kepler-49 e,no (missing values)
Kepler-490 b,no (missing values)
Kepler-491 b,no (missing values)
Kepler-492 b,no (missing values)
Kepler-493 b,no (missing values)
Kepler-494 b,no (missing values)
Kepler-495 b,no (missing values)
Kepler-495 c,no (missing values)
Kepler-496 b,no (missing values)
Kepler-497 b,no (missing values)
Kepler-498 b,no (missing values)
Kepler-499 b,no (missing values)
Kepler-5 b,no (not in CHZ)
Kepler-50 b,no (missing values)
Kepler-50 c,no (missing values)
Kepler-500 b,no (missing values)
Kepler-501 b,no (missing values)
Kepler-501 c,no (missing values)
Kepler-502 b,no (missing values)
Kepler-504 b,no (missing values)
Kepler-505 b,no (missing values)
Kepler-506 b,no (missing values)
Kepler-507 b,no (missing values)
Kepler-508 b,no (missing values)
Kepler-509 b,no (missing values)
Kepler-51 b,no (not in CHZ)
Kepler-51 c,no (not in CHZ)
Kepler-51 d,no (not in CHZ)
Kepler-510 b,no (missing values)
Kepler-511 b,no (missing values)
Kepler-511 c,no (missing values)
Kepler-512 b,no (missing values)
Kepler-513 b,no (missing values)
Kepler-514 b,no (missing values)
Kepler-515 b,no (missing values)
Kepler-516 b,no (missing values)
Kepler-517 b,no (missing values)
Kepler-518 b,no (missing values)
Kepler-519 b,no (missing values)
Kepler-52 b,no (missing values)
Kepler-52 c,no (missing values)
Kepler-52 d,no (missing values)
Kepler-520 b,no (missing values)
Kepler-520 c,no (missing values)
Kepler-521 b,no (missing values)
Kepler-522 b,no (missing values)
Kepler-523 b,no (missing values)
Kepler-524 b,no (missing values)
Kepler-524 c,no (missing values)
Kepler-525 b,no (missing values)
Kepler-526 b,no (missing values)
Kepler-527 b,no (missing values)
Kepler-528 b,no (missing values)
Kepler-529 b,no (missing values)
Kepler-529 c,no (missing values)
Kepler-529 d,no (missing values)
Kepler-53 b,no (missing values)
Kepler-53 c,no (missing values)
Kepler-53 d,no (missing values)
Kepler-530 b,no (missing values)
Kepler-531 b,no (missing values)
Kepler-532 b,no (missing values)
Kepler-533 b,no (missing values)
Kepler-534 b,no (missing values)
Kepler-534 c,no (missing values)
Kepler-535 b,no (missing values)
Kepler-536 b,no (missing values)
Kepler-537 b,no (missing values)
Kepler-538 b,no (not in CHZ)
Kepler-539 b,no (not in CHZ)
Kepler-539 c,no (missing values)
Kepler-54 b,no (missing values)
Kepler-54 c,no (missing values)
Kepler-54 d,no (missing values)
Kepler-540 b,no (missing values)
Kepler-541 b,no (missing values)
Kepler-542 b,no (missing values)
Kepler-543 b,no (missing values)
Kepler-544 b,no (missing values)
Kepler-545 b,no (missing values)
Kepler-546 b,no (missing values)
Kepler-547 b,no (missing values)
Kepler-548 b,no (missing values)
Kepler-549 b,no (not in CHZ)
Kepler-549 c,no (missing values)
Kepler-55 b,no (missing values)
Kepler-55 c,no (missing values)
Kepler-55 d,no (missing values)
Kepler-55 e,no (missing values)
Kepler-55 f,no (missing values)
Kepler-550 b,no (missing values)
Kepler-551 b,no (missing values)
Kepler-552 b,no (missing values)
Kepler-553 b,no (missing values)
Kepler-553 c,no (missing values)
Kepler-554 b,no (missing values)
Kepler-555 b,no (missing values)
Kepler-556 b,no (missing values)
Kepler-557 b,no (missing values)
Kepler-558 b,no (missing values)
Kepler-559 b,no (missing values)
Kepler-56 b,no (missing values)
Kepler-56 c,no (missing values)
Kepler-56 d,no (missing values)
Kepler-560 b,no (missing values)
Kepler-561 b,no (missing values)
Kepler-561 c,no (missing values)
Kepler-562 b,no (missing values)
Kepler-563 b,no (missing values)
Kepler-564 b,no (missing values)
Kepler-565 b,no (missing values)
Kepler-566 b,no (missing values)
Kepler-567 b,no (missing values)
Kepler-568 b,no (missing values)
Kepler-569 b,no (missing values)
Kepler-57 b,no (missing values)
Kepler-57 c,no (missing values)
Kepler-570 b,no (missing values)
Kepler-571 b,no (missing values)
Kepler-572 b,no (missing values)
Kepler-573 b,no (missing values)
Kepler-574 b,no (missing values)
Kepler-575 b,no (missing values)
Kepler-576 b,no (missing values)
Kepler-577 b,no (missing values)
Kepler-578 b,no (missing values)
Kepler-579 b,no (missing values)
Kepler-58 b,no (missing values)
Kepler-58 c,no (missing values)
Kepler-58 d,no (missing values)
Kepler-580 b,no (missing values)
Kepler-581 b,no (missing values)
Kepler-582 b,no (missing values)
Kepler-583 b,no (missing values)
Kepler-584 b,no (missing values)
Kepler-585 b,no (missing values)
Kepler-586 b,no (missing values)
Kepler-587 b,no (missing values)
Kepler-588 b,no (missing values)
Kepler-589 b,no (missing values)
Kepler-589 c,no (missing values)
Kepler-59 b,no (missing values)
Kepler-59 c,no (missing values)
Kepler-590 b,no (missing values)
Kepler-591 b,no (missing values)
Kepler-592 b,no (missing values)
Kepler-593 b,no (missing values)
Kepler-594 b,no (missing values)
Kepler-595 b,no (missing values)
Kepler-595 c,no (missing values)
Kepler-596 b,no (missing values)
Kepler-597 b,no (missing values)
Kepler-598 b,no (missing values)
Kepler-598 c,no (missing values)
Kepler-599 b,no (missing values)
Kepler-6 b,no (not in CHZ)
Kepler-60 b,no (not in CHZ)
Kepler-60 c,no (not in CHZ)
Kepler-60 d,no (not in CHZ)
Kepler-600 b,no (missing values)
Kepler-601 b,no (missing values)
Kepler-602 b,no (missing values)
Kepler-603 b,no (missing values)
Kepler-603 c,no (missing values)
Kepler-603 d,no (missing values)
Kepler-604 b,no (missing values)
Kepler-605 b,no (missing values)
Kepler-605 c,no (missing values)
Kepler-606 b,no (missing values)
Kepler-607 b,no (missing values)
Kepler-607 c,no (missing values)
Kepler-608 b,no (missing values)
Kepler-609 b,no (missing values)
Kepler-61 b,no (missing values)
Kepler-610 b,no (missing values)
Kepler-610 c,no (missing values)
Kepler-611 b,no (missing values)
Kepler-612 b,no (missing values)
Kepler-613 b,no (missing values)
Kepler-614 b,no (missing values)
Kepler-615 b,no (missing values)
Kepler-616 b,no (missing values)
Kepler-616 c,no (missing values)
Kepler-616 d,no (missing values)
Kepler-617 b,no (missing values)
Kepler-618 b,no (missing values)
Kepler-619 b,no (missing values)
Kepler-619 c,no (missing values)
Kepler-62 b,no (missing values)
Kepler-62 c,no (missing values)
Kepler-62 d,no (missing values)
Kepler-62 e,no (missing values)
Kepler-62 f,no (missing values)
Kepler-620 b,no (missing values)
Kepler-621 b,no (missing values)
Kepler-622 b,no (missing values)
Kepler-623 b,no (missing values)
Kepler-624 b,no (missing values)
Kepler-625 b,no (missing values)
Kepler-625 c,no (missing values)
Kepler-626 b,no (missing values)
Kepler-627 b,no (missing values)
Kepler-628 b,no (missing values)
Kepler-629 b,no (missing values)
Kepler-63 b,no (not in CHZ)
Kepler-630 b,no (missing values)
Kepler-631 b,no (missing values)
Kepler-632 b,no (missing values)
Kepler-633 b,no (missing values)
Kepler-633 c,no (missing values)
Kepler-634 b,no (missing values)
Kepler-635 b,no (missing values)
Kepler-636 b,no (missing values)
Kepler-637 b,no (missing values)
Kepler-638 b,no (missing values)
Kepler-639 b,no (missing values)
Kepler-640 b,no (missing values)
Kepler-641 b,no (missing values)
Kepler-642 b,no (missing values)
Kepler-643 b,no (missing values)
Kepler-644 b,no (missing values)
Kepler-645 b,no (missing values)
Kepler-646 b,no (missing values)
Kepler-647 b,no (missing values)
Kepler-647 c,no (missing values)
Kepler-648 b,no (missing values)
Kepler-649 b,no (missing values)
Kepler-65 b,no (not in CHZ)
Kepler-65 c,no (not in CHZ)
Kepler-65 d,no (not in CHZ)
Kepler-65 e,no (missing values)
Kepler-650 b,no (missing values)
Kepler-651 b,no (missing values)
Kepler-652 b,no (missing values)
Kepler-653 b,no (missing values)
Kepler-653 c,no (missing values)
Kepler-654 b,no (missing values)
Kepler-655 b,no (missing values)
Kepler-656 b,no (missing values)
Kepler-657 b,no (missing values)
Kepler-658 b,no (missing values)
Kepler-659 b,no (missing values)
Kepler-66 b,no (missing values)
Kepler-660 b,no (missing values)
Kepler-661 b,no (missing values)
Kepler-662 b,no (missing values)
Kepler-663 b,no (missing values)
Kepler-664 b,no (missing values)
Kepler-665 b,no (missing values)
Kepler-666 b,no (missing values)
Kepler-667 b,no (missing values)
Kepler-668 b,no (missing values)
Kepler-669 b,no (missing values)
Kepler-67 b,no (missing values)
Kepler-670 b,no (missing values)
Kepler-671 b,no (missing values)
Kepler-672 b,no (missing values)
Kepler-673 b,no (missing values)
Kepler-674 b,no (missing values)
Kepler-675 b,no (missing values)
Kepler-676 b,no (missing values)
Kepler-677 b,no (missing values)
Kepler-678 b,no (missing values)
Kepler-679 b,no (missing values)
Kepler-68 b,no (not in CHZ)
Kepler-68 c,no (not in CHZ)
Kepler-68 d,no (missing values)
Kepler-680 b,no (missing values)
Kepler-681 b,no (missing values)
Kepler-682 b,no (missing values)
Kepler-683 b,no (missing values)
Kepler-684 b,no (missing values)
Kepler-685 b,no (missing values)
Kepler-686 b,no (missing values)
Kepler-687 b,no (missing values)
Kepler-688 b,no (missing values)
Kepler-689 b,no (missing values)
Kepler-69 b,no (missing values)
Kepler-69 c,no (missing values)
Kepler-690 b,no (missing values)
Kepler-691 b,no (missing values)
Kepler-692 b,no (missing values)
Kepler-693 b,no (missing values)
Kepler-694 b,no (missing values)
Kepler-695 b,no (missing values)
Kepler-696 b,no (missing values)
Kepler-697 b,no (missing values)
Kepler-698 b,no (missing values)
Kepler-699 b,no (missing values)
Kepler-7 b,no (not in CHZ)
Kepler-700 b,no (missing values)
Kepler-701 b,no (missing values)
Kepler-702 b,no (missing values)
Kepler-703 b,no (missing values)
Kepler-704 b,no (missing values)
Kepler-705 b,no (missing values)
Kepler-706 b,no (missing values)
Kepler-707 b,no (missing values)
Kepler-708 b,no (missing values)
Kepler-709 b,no (missing values)
Kepler-710 b,no (missing values)
Kepler-711 b,no (missing values)
Kepler-712 b,no (missing values)
Kepler-712 c,no (missing values)
Kepler-713 b,no (missing values)
Kepler-714 b,no (missing values)
Kepler-715 b,no (missing values)
Kepler-716 b,no (missing values)
Kepler-716 c,no (missing values)
Kepler-717 b,no (missing values)
Kepler-718 b,no (missing values)
Kepler-719 b,no (missing values)
Kepler-720 b,no (missing values)
Kepler-721 b,no (missing values)
Kepler-722 b,no (missing values)
Kepler-722 c,no (missing values)
Kepler-723 b,no (missing values)
Kepler-724 b,no (missing values)
Kepler-725 b,no (missing values)
Kepler-726 b,no (missing values)
Kepler-727 b,no (missing values)
Kepler-728 b,no (missing values)
Kepler-729 b,no (missing values)
Kepler-730 b,no (missing values)
Kepler-730 c,no (missing values)
Kepler-731 b,no (missing values)
Kepler-732 b,no (missing values)
Kepler-732 c,no (missing values)
Kepler-733 b,no (missing values)
Kepler-734 b,no (missing values)
Kepler-735 b,no (missing values)
Kepler-736 b,no (missing values)
Kepler-737 b,no (missing values)
Kepler-738 b,no (missing values)
Kepler-739 b,no (missing values)
Kepler-74 b,no (not in CHZ)
Kepler-740 b,no (missing values)
Kepler-741 b,no (missing values)
Kepler-742 b,no (missing values)
Kepler-743 b,no (missing values)
Kepler-744 b,no (missing values)
Kepler-745 b,no (missing values)
Kepler-746 b,no (missing values)
Kepler-747 b,no (missing values)
Kepler-748 b,no (missing values)
Kepler-749 b,no (missing values)
Kepler-75 b,no (not in CHZ)
Kepler-750 b,no (missing values)
Kepler-750 c,no (missing values)
Kepler-751 b,no (missing values)
Kepler-752 b,no (missing values)
Kepler-753 b,no (missing values)
Kepler-754 b,no (missing values)
Kepler-755 b,no (missing values)
Kepler-755 c,no (missing values)
Kepler-756 b,no (missing values)
Kepler-757 b,no (missing values)
Kepler-758 b,no (missing values)
Kepler-758 c,no (missing values)
Kepler-758 d,no (missing values)
Kepler-758 e,no (missing values)
Kepler-759 b,no (missing values)
Kepler-76 b,no (not in CHZ)
Kepler-760 b,no (missing values)
Kepler-760 c,no (missing values)
Kepler-761 b,no (missing values)
Kepler-762 b,no (missing values)
Kepler-763 b,no (missing values)
Kepler-764 b,no (missing values)
Kepler-765 b,no (missing values)
Kepler-766 b,no (missing values)
Kepler-767 b,no (missing values)
Kepler-768 b,no (missing values)
Kepler-769 b,no (missing values)
Kepler-769 c,no (missing values)
Kepler-77 b,no (not in CHZ)
Kepler-770 b,no (missing values)
Kepler-770 c,no (missing values)
Kepler-770 d,no (missing values)
Kepler-771 b,no (missing values)
Kepler-772 b,no (missing values)
Kepler-773 b,no (missing values)
Kepler-774 b,no (missing values)
Kepler-775 b,no (missing values)
Kepler-776 b,no (missing values)
Kepler-777 b,no (missing values)
Kepler-778 b,no (missing values)
Kepler-779 b,no (missing values)
Kepler-78 b,no (missing values)
Kepler-780 b,no (missing values)
Kepler-781 b,no (missing values)
Kepler-782 b,no (missing values)
Kepler-783 b,no (missing values)
Kepler-783 c,no (missing values)
Kepler-784 b,no (missing values)
Kepler-785 b,no (missing values)
Kepler-786 b,no (missing values)
Kepler-787 b,no (missing values)
Kepler-788 b,no (missing values)
Kepler-789 b,no (missing values)
Kepler-79 b,no (not in CHZ)
Kepler-79 c,no (not in CHZ)
Kepler-79 d,no (not in CHZ)
Kepler-79 e,no (not in CHZ)
Kepler-790 b,no (missing values)
Kepler-791 b,no (missing values)
Kepler-792 b,no (missing values)
Kepler-793 b,no (missing values)
Kepler-794 b,no (missing values)
Kepler-795 b,no (missing values)
Kepler-796 b,no (missing values)
Kepler-797 b,no (missing values)
Kepler-798 b,no (missing values)
Kepler-799 b,no (missing values)
Kepler-799 c,no (missing values)
Kepler-8 b,no (not in CHZ)
Kepler-80 b,no (not in CHZ)
Kepler-80 c,no (not in CHZ)
Kepler-80 d,no (not in CHZ)
Kepler-80 e,no (not in CHZ)
Kepler-80 f,no (missing values)
Kepler-80 g,no (missing values)
Kepler-800 b,no (missing values)
Kepler-801 b,no (missing values)
Kepler-802 b,no (missing values)
Kepler-803 b,no (missing values)
Kepler-804 b,no (missing values)
Kepler-804 c,no (missing values)
Kepler-805 b,no (missing values)
Kepler-806 b,no (missing values)
Kepler-807 b,no (missing values)
Kepler-808 b,no (missing values)
Kepler-809 b,no (missing values)
Kepler-81 b,no (missing values)
Kepler-81 c,no (missing values)
Kepler-81 d,no (missing values)
Kepler-810 b,no (missing values)
Kepler-811 b,no (missing values)
Kepler-812 b,no (missing values)
Kepler-813 b,no (missing values)
Kepler-814 b,no (missing values)
Kepler-815 b,no (missing values)
Kepler-816 b,no (missing values)
Kepler-817 b,no (missing values)
Kepler-818 b,no (missing values)
Kepler-819 b,no (missing values)
Kepler-82 b,no (not in CHZ)
Kepler-82 c,no (not in CHZ)
Kepler-82 d,no (missing values)
Kepler-82 e,no (missing values)
Kepler-82 f,no (missing values)
Kepler-820 b,no (missing values)
Kepler-821 b,no (missing values)
Kepler-822 b,no (missing values)
Kepler-823 b,no (missing values)
Kepler-824 b,no (missing values)
Kepler-825 b,no (missing values)
Kepler-825 c,no (missing values)
Kepler-826 b,no (missing values)
Kepler-827 b,no (missing values)
Kepler-828 b,no (missing values)
Kepler-829 b,no (missing values)
Kepler-83 b,no (missing values)
Kepler-83 c,no (missing values)
Kepler-83 d,no (missing values)
Kepler-830 b,no (missing values)
Kepler-831 b,no (missing values)
Kepler-832 b,no (missing values)
Kepler-833 b,no (missing values)
Kepler-834 b,no (missing values)
Kepler-835 b,no (missing values)
Kepler-836 b,no (missing values)
Kepler-837 b,no (missing values)
Kepler-838 b,no (missing values)
Kepler-839 b,no (missing values)
Kepler-84 b,no (missing values)
Kepler-84 c,no (missing values)
Kepler-84 d,no (missing values)
Kepler-84 e,no (missing values)
Kepler-84 f,no (missing values)
Kepler-840 b,no (missing values)
Kepler-841 b,no (missing values)
Kepler-842 b,no (missing values)
Kepler-843 b,no (missing values)
Kepler-844 b,no (missing values)
Kepler-845 b,no (missing values)
Kepler-846 b,no (missing values)
Kepler-847 b,no (missing values)
Kepler-848 b,no (missing values)
Kepler-849 b,no (missing values)
Kepler-85 b,no (missing values)
Kepler-85 c,no (missing values)
Kepler-85 d,no (missing values)
Kepler-85 e,no (not in CHZ)
Kepler-850 b,no (missing values)
Kepler-851 b,no (missing values)
Kepler-852 b,no (missing values)
Kepler-853 b,no (missing values)
Kepler-854 b,no (missing values)
Kepler-855 b,no (missing values)
Kepler-856 b,no (missing values)
Kepler-857 b,no (missing values)
Kepler-858 b,no (missing values)
Kepler-859 b,no (missing values)
Kepler-860 b,no (missing values)
Kepler-861 b,no (missing values)
Kepler-862 b,no (missing values)
Kepler-863 b,no (missing values)
Kepler-864 b,no (missing values)
Kepler-865 b,no (missing values)
Kepler-866 b,no (missing values)
Kepler-867 b,no (missing values)
Kepler-868 b,no (missing values)
Kepler-869 b,no (missing values)
Kepler-87 b,no (not in CHZ)
Kepler-87 c,no (not in CHZ)
Kepler-870 b,no (missing values)
Kepler-871 b,no (missing values)
Kepler-872 b,no (missing values)
Kepler-873 b,no (missing values)
Kepler-874 b,no (missing values)
Kepler-875 b,no (missing values)
Kepler-876 b,no (missing values)
Kepler-877 b,no (missing values)
Kepler-878 b,no (missing values)
Kepler-879 b,no (missing values)
Kepler-88 d,no (missing values)
Kepler-880 b,no (missing values)
Kepler-881 b,no (missing values)
Kepler-882 b,no (missing values)
Kepler-883 b,no (missing values)
Kepler-884 b,no (missing values)
Kepler-885 b,no (missing values)
Kepler-886 b,no (missing values)
Kepler-887 b,no (missing values)
Kepler-887 c,no (missing values)
Kepler-888 b,no (missing values)
Kepler-889 b,no (missing values)
Kepler-890 b,no (missing values)
Kepler-891 b,no (missing values)
Kepler-892 b,no (missing values)
Kepler-893 b,no (missing values)
Kepler-894 b,no (missing values)
Kepler-895 b,no (missing values)
Kepler-896 b,no (missing values)
Kepler-897 b,no (missing values)
Kepler-898 b,no (missing values)
Kepler-899 b,no (missing values)
Kepler-9 b,no (failed Keplerian)
Kepler-9 c,no (not in CHZ)
Kepler-9 d,no (missing values)
Kepler-90 i,no (missing values)
Kepler-900 b,no (missing values)
Kepler-901 b,no (missing values)
Kepler-902 b,no (missing values)
Kepler-903 b,no (missing values)
Kepler-903 c,no (missing values)
Kepler-904 b,no (missing values)
Kepler-905 b,no (missing values)
Kepler-906 b,no (missing values)
Kepler-907 b,no (missing values)
Kepler-908 b,no (missing values)
Kepler-909 b,no (missing values)
Kepler-91 b,no (not in CHZ)
Kepler-910 b,no (missing values)
Kepler-911 b,no (missing values)
Kepler-912 b,no (missing values)
Kepler-913 b,no (missing values)
Kepler-913 c,no (missing values)
Kepler-914 b,no (missing values)
Kepler-915 b,no (missing values)
Kepler-916 b,no (missing values)
Kepler-917 b,no (missing values)
Kepler-918 b,no (missing values)
Kepler-919 b,no (missing values)
Kepler-92 b,no (missing values)
Kepler-92 c,no (missing values)
Kepler-92 d,no (missing values)
